City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Pyapon,MM,2022-09-13 15:37:47,16.2833,95.6833,77.85,91,89,4.94
277,Alpena,US,2022-09-13 15:37:48,45.0617,-83.4327,70.11,73,100,5.01
278,Kargasok,RU,2022-09-13 15:37:48,59.0556,80.8572,39.65,82,56,7.29
279,Filadelfia,US,2022-09-13 15:37:17,39.9523,-75.1638,81.3,75,40,6.91
280,Sayansk,RU,2022-09-13 15:37:49,54.1088,102.1648,39.92,68,100,2.77
281,Teknaf,BD,2022-09-13 15:37:49,20.8624,92.3058,78.12,89,100,3.67
282,Balezino,RU,2022-09-13 15:37:49,57.9796,53.0106,45.55,71,32,5.59
283,Kalmunai,LK,2022-09-13 15:37:50,7.4167,81.8167,81.25,76,100,11.88
284,Kahta,TR,2022-09-13 15:37:50,37.7855,38.6237,85.37,30,0,14.03
285,Deolali,IN,2022-09-13 15:37:50,19.95,73.8333,72.32,96,100,9.64
286,Itarema,BR,2022-09-13 15:35:21,-2.9248,-39.9167,87.98,53,9,18.79
287,Grindavik,IS,2022-09-13 15:37:51,63.8424,-22.4338,48.15,87,100,5.75
288,Belaya Gora,RU,2022-09-13 15:37:51,68.5333,146.4167,35.51,73,11,7.11
289,Qinhuangdao,CN,2022-09-13 15:37:51,39.9317,119.5883,69.22,78,0,11.59
290,Itaueira,BR,2022-09-13 15:37:52,-7.6033,-43.0256,97.95,18,3,7.18
291,Lavrentiya,RU,2022-09-13 15:37:52,65.5833,-171.0,45.48,91,100,6.11
292,Erzin,TR,2022-09-13 15:37:52,36.9559,36.2,75.97,78,55,8.12
293,Tigil,RU,2022-09-13 15:37:53,57.8,158.6667,42.03,94,100,3.36
294,Buchanan,LR,2022-09-13 15:37:53,5.8808,-10.0467,80.24,71,99,8.61
295,Narsaq,GL,2022-09-13 15:37:53,60.9167,-46.05,50.22,59,6,5.95
296,Richards Bay,ZA,2022-09-13 15:37:53,-28.783,32.0377,64.27,82,98,5.48
297,Evensk,RU,2022-09-13 15:37:54,61.95,159.2333,41.27,69,99,8.48
298,Yuncheng,CN,2022-09-13 15:37:54,35.0231,110.9928,69.13,58,0,4.27
299,Kota Tinggi,MY,2022-09-13 15:37:54,1.7381,103.8999,80.83,95,93,3.06
300,Hambantota,LK,2022-09-13 15:37:55,6.1241,81.1185,78.91,86,80,15.01
301,Casa Nova,BR,2022-09-13 15:37:55,-9.4167,-41.1333,86.61,35,5,11.27
302,Karratha,AU,2022-09-13 15:37:55,-20.7377,116.8463,72.75,64,4,11.54
303,Harper,LR,2022-09-13 15:37:56,4.375,-7.7169,78.04,76,88,8.5
304,Fort Nelson,CA,2022-09-13 15:37:56,58.8053,-122.7002,36.99,93,40,3.44
305,Placido De Castro,BR,2022-09-13 15:37:56,-10.3353,-67.1856,100.74,27,41,5.06
306,Tebingtinggi,ID,2022-09-13 15:37:57,3.3285,99.1625,73.78,96,100,4.0
307,Bubaque,GW,2022-09-13 15:37:57,11.2833,-15.8333,80.71,80,100,12.01
308,Severo-Kurilsk,RU,2022-09-13 15:37:57,50.6789,156.125,54.34,85,96,2.82
309,Birao,CF,2022-09-13 15:37:58,10.2849,22.7882,75.11,87,84,5.08
310,Awbari,LY,2022-09-13 15:37:58,26.5921,12.7805,99.27,12,0,9.71
311,Timaru,NZ,2022-09-13 15:37:58,-44.4,171.25,38.07,60,8,4.0
312,Ancud,CL,2022-09-13 15:37:59,-41.8697,-73.8203,50.23,80,94,16.35
313,Uyuni,BO,2022-09-13 15:37:59,-20.4597,-66.825,47.8,15,0,23.24
314,Lagoa,PT,2022-09-13 15:37:59,39.05,-27.9833,73.63,89,100,12.03
315,Vestmannaeyjar,IS,2022-09-13 15:37:59,63.4427,-20.2734,52.79,82,20,13.8
316,Kaeo,NZ,2022-09-13 15:38:00,-35.1,173.7833,53.33,94,100,3.89
317,Cravo Norte,CO,2022-09-13 15:38:00,6.3017,-70.2041,86.41,61,99,3.91
318,Kodiak,US,2022-09-13 15:38:01,57.79,-152.4072,45.91,87,100,4.61
319,Jackson,US,2022-09-13 15:37:30,42.4165,-122.8345,60.67,75,100,0.0
320,Atlantic City,US,2022-09-13 15:39:01,39.3643,-74.4229,83.03,79,100,8.01
321,San Esteban,HN,2022-09-13 15:39:01,15.2,-85.75,85.1,50,100,2.68
322,Oktyabrskiy,RU,2022-09-13 15:39:02,54.4815,53.471,51.22,59,66,4.61
323,Praia Da Vitoria,PT,2022-09-13 15:39:03,38.7333,-27.0667,75.76,83,40,2.28
324,Kenai,US,2022-09-13 15:39:03,60.5544,-151.2583,49.14,97,100,8.05
325,Debre Sina,ET,2022-09-13 15:39:03,9.85,39.7667,58.66,71,71,3.62
326,Beausejour,CA,2022-09-13 15:39:04,50.0622,-96.5167,61.81,42,20,9.48
327,Walvis Bay,NA,2022-09-13 15:39:04,-22.9575,14.5053,67.15,59,11,5.75
328,Haapiti,PF,2022-09-13 15:39:05,-17.5667,-149.8667,73.13,72,94,19.8
329,Cadillac,US,2022-09-13 15:39:06,44.2519,-85.4012,60.8,94,100,4.61
330,Emerald,AU,2022-09-13 15:39:06,-23.5333,148.1667,58.35,47,0,9.62
331,Boa Vista,BR,2022-09-13 15:35:24,2.8197,-60.6733,84.18,58,75,4.61
332,Linhares,BR,2022-09-13 15:38:27,-19.3911,-40.0722,90.54,28,2,9.17
333,Roald,NO,2022-09-13 15:39:07,62.5833,6.1333,58.91,82,75,9.22
334,Diu,IN,2022-09-13 15:36:49,20.7141,70.9822,77.67,91,100,6.76
335,Andenes,NO,2022-09-13 15:39:08,69.3143,16.1194,49.93,76,20,26.46
336,Madang,PG,2022-09-13 15:39:08,-5.2246,145.7966,76.5,88,84,4.45
337,Xuanzhou,CN,2022-09-13 15:39:08,30.9525,118.7553,70.47,97,100,5.55
338,Grand Gaube,MU,2022-09-13 15:39:09,-20.0064,57.6608,70.38,75,48,5.01
339,Poum,NC,2022-09-13 15:39:09,-20.2333,164.0167,74.44,68,100,9.6
340,Arganil,PT,2022-09-13 15:39:10,40.2183,-8.054,72.9,91,100,8.46
341,Biak,ID,2022-09-13 15:39:10,-0.9131,122.8766,74.8,85,51,7.56
342,Kaitangata,NZ,2022-09-13 15:39:11,-46.2817,169.8464,36.09,93,98,9.31
343,Vostok,RU,2022-09-13 15:39:11,46.4856,135.8833,37.11,96,10,1.99
344,Sao Joao Da Barra,BR,2022-09-13 15:39:12,-21.6403,-41.0511,80.69,70,19,15.32
345,Sarangani,PH,2022-09-13 15:39:12,5.4033,125.4636,83.55,73,55,5.61
346,Barra Do Garcas,BR,2022-09-13 15:35:22,-15.89,-52.2567,100.98,25,0,6.91
347,Port Augusta,AU,2022-09-13 15:39:13,-32.5,137.7667,67.26,31,97,21.56
348,Makubetsu,JP,2022-09-13 15:39:13,45.3714,141.8211,56.08,77,66,26.46
349,Palaikastron,GR,2022-09-13 15:39:13,35.2,26.25,75.49,65,0,22.66
350,Islampur,IN,2022-09-13 15:39:14,26.2667,88.2,75.07,95,84,8.19
351,Aripuana,BR,2022-09-13 15:39:15,-9.1667,-60.6333,104.18,23,2,1.99
352,Sabang,ID,2022-09-13 15:39:16,5.8933,95.3214,82.35,76,97,17.92
353,Bengkulu,ID,2022-09-13 15:35:29,-3.8004,102.2655,74.05,90,100,6.15
354,Sibi,PK,2022-09-13 15:39:16,29.5448,67.8764,97.72,33,2,7.92
355,Bathsheba,BB,2022-09-13 15:39:18,13.2167,-59.5167,88.41,66,40,16.11
356,Torbay,CA,2022-09-13 15:39:18,47.6666,-52.7314,61.29,96,100,21.85
357,Yulara,AU,2022-09-13 15:39:19,-25.2406,130.9889,72.39,34,7,10.89
358,Ranghulu,CN,2022-09-13 15:39:19,46.65,124.8667,54.34,52,0,6.17
359,Provideniya,RU,2022-09-13 15:39:20,64.3833,-173.3,46.87,93,100,4.41
360,Svetlogorsk,BY,2022-09-13 15:39:20,52.6333,29.7333,52.65,82,100,4.12
361,San Jose De Buan,PH,2022-09-13 15:39:21,12.0529,125.0251,75.04,97,81,2.08
362,Trinidad,BO,2022-09-13 15:39:21,-14.8333,-64.9,89.58,55,75,3.44
363,Aswan,EG,2022-09-13 15:39:22,24.0934,32.907,105.1,11,0,14.97
364,Te Anau,NZ,2022-09-13 15:39:22,-45.4167,167.7167,33.91,96,94,0.54
365,Kuytun,RU,2022-09-13 15:39:23,54.3419,101.5036,38.59,74,100,6.42
366,Turangi,NZ,2022-09-13 15:40:23,-39.0,175.9333,41.7,88,98,4.79
367,Port Hedland,AU,2022-09-13 15:40:24,-20.3167,118.5667,71.65,83,2,12.66
368,Taoudenni,ML,2022-09-13 15:40:25,22.6783,-3.9836,112.1,7,2,5.93
369,Brasilia De Minas,BR,2022-09-13 15:40:25,-16.2064,-44.4333,91.26,13,6,8.41
370,Kultuk,RU,2022-09-13 15:40:25,51.7208,103.6956,48.74,90,100,3.33
371,Pulgaon,IN,2022-09-13 15:40:26,20.7333,78.3333,75.18,95,100,4.79
372,Yerbogachen,RU,2022-09-13 15:40:26,61.2767,108.0108,36.34,90,69,7.63
373,Pachino,IT,2022-09-13 15:40:27,36.7186,15.0907,79.43,64,11,7.76
374,Sovetskiy,RU,2022-09-13 15:40:27,61.3614,63.5842,47.86,73,100,6.55
375,Tarangnan,PH,2022-09-13 15:40:27,11.9009,124.7459,80.71,84,68,3.42
376,Takanabe,JP,2022-09-13 15:40:28,32.1333,131.5,76.96,95,100,6.96
377,Kodinsk,RU,2022-09-13 15:40:28,58.6881,99.1844,36.32,89,49,2.62
378,Paita,PE,2022-09-13 15:40:28,-5.0892,-81.1144,69.08,68,48,12.24
379,Saint-Joseph,RE,2022-09-13 15:40:29,-21.3667,55.6167,70.18,71,71,4.5
380,Ibra,OM,2022-09-13 15:40:29,22.6906,58.5334,87.22,51,67,16.24
381,Kavieng,PG,2022-09-13 15:40:30,-2.5744,150.7967,82.45,69,73,17.98
382,Bud,US,2022-09-13 15:40:30,39.447,-86.1758,63.95,87,18,8.57
383,Northam,GB,2022-09-13 15:40:30,51.0333,-4.2167,61.25,89,100,12.28
384,Harur,IN,2022-09-13 15:40:31,12.0667,78.5,80.08,71,57,2.77
385,Nioro,GM,2022-09-13 15:40:31,13.35,-15.75,86.13,72,83,7.83
386,Krasnokamensk,RU,2022-09-13 15:40:32,50.0979,118.0369,60.62,62,100,5.1
387,Marystown,CA,2022-09-13 15:40:32,47.1666,-55.1483,63.07,76,81,18.21
388,Guangyuan,CN,2022-09-13 15:40:32,32.442,105.823,68.25,93,99,4.32
389,Pisco,PE,2022-09-13 15:40:33,-13.7,-76.2167,66.02,68,20,10.36
390,Hamilton,US,2022-09-13 15:36:00,39.1834,-84.5333,68.07,70,75,10.36
391,Rio Muerto,MX,2022-09-13 15:40:34,27.4167,-110.2333,79.32,64,0,4.16
392,Tarrafal,CV,2022-09-13 15:40:34,15.2833,-23.7667,81.39,83,100,12.57
393,Nara,JP,2022-09-13 15:40:34,34.6851,135.8049,80.49,61,100,3.4
394,Havoysund,NO,2022-09-13 15:40:35,70.9963,24.6622,44.83,70,67,7.54
395,Ponta Delgada,PT,2022-09-13 15:40:35,37.7333,-25.6667,75.92,78,20,14.97
396,Riberalta,BO,2022-09-13 15:40:35,-10.9833,-66.1,89.8,62,10,6.91
397,Seidu,SL,2022-09-13 15:40:36,9.0167,-10.6,79.92,72,100,4.03
398,Touros,BR,2022-09-13 15:40:36,-5.1989,-35.4608,82.44,68,67,16.35
399,Missoula,US,2022-09-13 15:40:36,47.0166,-113.8009,52.84,64,91,1.3
400,Mut,TR,2022-09-13 15:40:37,36.6439,33.4389,79.63,59,30,3.56
401,Lekoni,GA,2022-09-13 15:40:37,-1.5843,14.2591,83.82,54,96,6.2
402,Kruisfontein,ZA,2022-09-13 15:40:37,-34.0033,24.7314,62.89,75,1,4.27
403,Talara,PE,2022-09-13 15:40:37,-4.5772,-81.2719,68.76,68,0,19.57
404,Yaan,NG,2022-09-13 15:40:38,7.3833,8.5667,72.82,89,100,3.31
405,Grevena,GR,2022-09-13 15:40:38,40.0845,21.4274,74.41,28,1,5.93
406,Mariakani,KE,2022-09-13 15:40:39,-3.8633,39.4736,71.46,80,80,11.18
407,Freeport,US,2022-09-13 15:39:56,40.6576,-73.5832,82.11,73,100,10.36
408,Stornoway,GB,2022-09-13 15:40:39,58.2093,-6.3865,57.16,82,75,10.36
409,Makaha,US,2022-09-13 15:40:39,21.4694,-158.2175,78.71,73,96,7.72
410,Irpa Irpa,BO,2022-09-13 15:40:40,-17.7167,-66.2667,71.6,36,63,9.71
411,Coihaique,CL,2022-09-13 15:39:02,-45.5752,-72.0662,50.61,76,100,9.22
412,Broken Hill,AU,2022-09-13 15:40:40,-31.95,141.4333,56.39,60,100,15.41
413,Songea,TZ,2022-09-13 15:40:40,-10.6833,35.65,74.75,30,34,8.39
414,Mosta,MT,2022-09-13 15:41:41,35.9092,14.4256,84.45,61,20,9.22
415,Karasjok,NO,2022-09-13 15:41:41,69.4719,25.5112,47.39,82,100,2.42
416,Gat,IL,2022-09-13 15:41:42,31.61,34.7642,83.8,100,0,8.12
417,Kampot,KH,2022-09-13 15:41:42,10.6167,104.1833,82.45,86,82,5.5
418,Athens,GR,2022-09-13 15:39:42,37.9795,23.7162,83.23,50,75,13.0
419,Auki,SB,2022-09-13 15:41:42,-8.7676,160.7034,76.12,88,90,3.53
420,Katobu,ID,2022-09-13 15:41:43,-4.9408,122.5276,74.39,91,60,3.89
421,Saint-Pierre,RE,2022-09-13 15:41:43,-21.3393,55.4781,71.28,68,0,3.44
422,Adrar,MR,2022-09-13 15:41:43,20.5022,-10.0711,104.09,15,52,4.23
423,Benghazi,LY,2022-09-13 15:41:44,32.1167,20.0667,80.94,55,0,17.09
424,Luganville,VU,2022-09-13 15:41:44,-15.5333,167.1667,76.42,83,17,3.44
425,Enshi,CN,2022-09-13 15:41:44,30.3,109.4833,69.3,94,91,2.24
426,Charters Towers,AU,2022-09-13 15:41:45,-20.1,146.2667,61.66,90,0,8.19
427,Talnakh,RU,2022-09-13 15:41:45,69.4865,88.3972,34.21,99,100,5.35
428,Atar,MR,2022-09-13 15:41:46,20.5169,-13.0499,104.0,21,30,8.93
429,Havelock,US,2022-09-13 15:39:51,34.8791,-76.9013,83.98,83,96,7.02
430,Bull Savanna,JM,2022-09-13 15:41:46,17.8868,-77.5902,82.8,68,99,8.59
431,Menongue,AO,2022-09-13 15:41:46,-14.6585,17.691,90.07,8,22,5.37
432,Pontarlier,FR,2022-09-13 15:41:47,46.8333,6.25,75.54,60,99,2.98
433,Luanda,AO,2022-09-13 15:41:47,-8.8368,13.2343,77.0,69,40,4.61
434,Omboue,GA,2022-09-13 15:41:48,-1.5746,9.2618,77.95,69,74,8.1
435,Tutoia,BR,2022-09-13 15:41:48,-2.7619,-42.2744,85.73,59,16,15.57
436,Sorland,NO,2022-09-13 15:41:48,67.667,12.6934,51.66,76,100,25.7
437,Diffa,NE,2022-09-13 15:41:48,13.3154,12.6113,95.65,37,40,10.07
438,Nyurba,RU,2022-09-13 15:41:49,63.2842,118.3319,39.79,95,100,15.08
439,Noumea,NC,2022-09-13 15:41:49,-22.2763,166.4572,66.18,81,100,2.93
440,Zhuanghe,CN,2022-09-13 15:41:49,39.7008,122.9911,70.63,80,100,5.91
441,Rishra,IN,2022-09-13 15:41:50,22.7142,88.3478,80.58,83,75,6.91
442,Kabo,CF,2022-09-13 15:41:50,7.6994,18.629,76.23,89,90,3.22
443,Tessalit,ML,2022-09-13 15:41:50,20.1986,1.0114,105.26,10,10,8.05
444,Los Llanos De Aridane,ES,2022-09-13 15:41:51,28.6585,-17.9182,74.95,78,40,8.01
445,Bambanglipuro,ID,2022-09-13 15:41:51,-7.95,110.2833,76.59,84,6,8.61
446,Rum,AT,2022-09-13 15:41:51,47.2978,11.4346,78.67,49,0,10.36
447,Rorvik,NO,2022-09-13 15:41:52,64.8621,11.2373,55.51,94,75,6.91
448,Changli,CN,2022-09-13 15:41:52,39.7042,119.1506,67.39,82,0,7.81
449,Alakurtti,RU,2022-09-13 15:41:52,66.9672,30.3491,50.83,88,100,4.59
450,Kutum,SD,2022-09-13 15:41:53,14.2,24.6667,87.48,30,93,7.29
451,Lazaro Cardenas,MX,2022-09-13 15:41:53,17.9583,-102.2,82.11,69,85,2.98
452,Lubyany,RU,2022-09-13 15:41:53,56.0378,51.4,51.78,59,81,6.38
453,Keetmanshoop,NA,2022-09-13 15:41:55,-26.5833,18.1333,77.54,5,0,9.28
454,Socorro,US,2022-09-13 15:41:55,31.6546,-106.3033,79.48,68,75,6.91
455,Dali,CN,2022-09-13 15:41:55,25.7,100.1833,64.62,83,92,2.15
456,Sakakah,SA,2022-09-13 15:38:36,29.9697,40.2064,98.17,14,0,8.28
457,Magadan,RU,2022-09-13 15:41:56,59.5667,150.8,41.94,63,0,7.56
458,Baruun-Urt,MN,2022-09-13 15:41:56,46.6806,113.2792,63.99,29,98,5.03
459,Norton,ZW,2022-09-13 15:41:56,-17.8833,30.7,74.28,24,0,11.01
460,Vila Franca Do Campo,PT,2022-09-13 15:42:57,37.7167,-25.4333,73.81,71,58,8.1
461,Mancio Lima,BR,2022-09-13 15:42:57,-7.6142,-72.8958,89.67,58,4,8.05
462,Coihueco,CL,2022-09-13 15:42:57,-36.6167,-71.8333,54.34,67,0,4.61
463,Panaba,MX,2022-09-13 15:42:58,21.2833,-88.2667,87.08,61,98,7.34
464,Asheboro,US,2022-09-13 15:39:09,35.7079,-79.8136,75.07,46,0,8.05
465,Inhambane,MZ,2022-09-13 15:42:58,-23.865,35.3833,71.58,83,75,17.27
466,Progreso,MX,2022-09-13 15:42:58,21.2833,-89.6667,81.1,76,100,0.18
467,Kasungu,MW,2022-09-13 15:42:59,-13.0333,33.4833,75.92,30,41,6.33
468,Luderitz,NA,2022-09-13 15:42:59,-26.6481,15.1594,73.85,35,33,8.99
469,Toro,CO,2022-09-13 15:42:59,4.6117,-76.0814,72.68,61,76,0.78
470,Arlit,NE,2022-09-13 15:43:00,18.7369,7.3853,103.69,7,47,13.96
471,Baiyin,CN,2022-09-13 15:43:00,36.5583,104.2081,62.78,64,15,13.69
472,Taltal,CL,2022-09-13 15:43:01,-25.4,-70.4833,60.8,62,0,9.4
473,Rio Grande,BR,2022-09-13 15:43:01,-32.035,-52.0986,64.51,80,91,13.76
474,Salekhard,RU,2022-09-13 15:43:02,66.53,66.6019,40.91,91,97,4.74
475,Okhotsk,RU,2022-09-13 15:43:03,59.3833,143.3,46.31,64,43,4.09
476,Kichmengskiy Gorodok,RU,2022-09-13 15:43:03,59.9816,45.7854,49.19,66,64,4.99
477,Nhulunbuy,AU,2022-09-13 15:43:03,-12.2333,136.7667,75.81,88,0,3.44
478,Raudeberg,NO,2022-09-13 15:43:04,61.9875,5.1352,56.07,28,82,9.26
479,Ilorin,NG,2022-09-13 15:43:04,8.5,4.55,82.24,74,84,5.66
480,Bairiki,KI,2022-09-13 15:43:04,1.3292,172.9752,77.0,94,75,0.0
481,Pangai,TO,2022-09-13 15:43:05,-19.8,-174.35,77.32,77,12,14.99
482,Doctor Juan Leon Mallorquin,PY,2022-09-13 15:43:05,-25.4,-55.2667,69.53,39,37,1.66
483,Merauke,ID,2022-09-13 15:43:05,-8.4667,140.3333,78.1,85,100,14.45
484,Mastic Beach,US,2022-09-13 15:43:06,40.7668,-72.8521,82.56,85,100,9.22
485,Pocone,BR,2022-09-13 15:43:06,-16.2567,-56.6228,102.69,16,22,5.55
486,Akdepe,TM,2022-09-13 15:43:06,42.0551,59.3788,71.69,21,0,9.98
487,Kavaratti,IN,2022-09-13 15:43:07,10.5669,72.642,80.73,84,29,11.05
488,Rocha,UY,2022-09-13 15:39:26,-34.4833,-54.3333,61.23,67,13,11.83
489,Dubbo,AU,2022-09-13 15:42:58,-32.25,148.6167,44.73,87,4,8.05
490,Salaga,GH,2022-09-13 15:43:07,8.5508,-0.5188,80.98,78,99,4.23
491,Kitob,UZ,2022-09-13 15:43:07,39.0843,66.8332,69.94,30,0,5.1
492,Miri,MY,2022-09-13 15:43:08,4.4148,114.0089,82.54,83,40,5.75
493,Karacakoy,TR,2022-09-13 15:43:08,41.4029,28.3834,71.44,61,32,9.78
494,Kwekwe,ZW,2022-09-13 15:43:08,-18.9281,29.8149,74.91,25,28,13.94
495,Nogliki,RU,2022-09-13 15:43:09,51.8333,143.1667,39.9,82,0,9.93
496,Margate,GB,2022-09-13 15:43:09,51.3813,1.3862,65.3,82,100,4.0
497,Anadyr,RU,2022-09-13 15:43:09,64.75,177.4833,39.7,100,75,6.71
498,Codrington,AU,2022-09-13 15:43:10,-38.2667,141.9667,39.72,82,0,11.65
499,Kralendijk,BQ,2022-09-13 15:43:10,12.15,-68.2667,87.78,70,40,17.27
500,Cedar City,US,2022-09-13 15:43:10,37.6775,-113.0619,56.39,100,100,3.44
501,Chapais,CA,2022-09-13 15:43:11,49.7834,-74.8492,62.38,91,100,4.0
502,Rusape,ZW,2022-09-13 15:43:11,-18.5278,32.1284,64.83,39,5,11.56
503,Jiuquan,CN,2022-09-13 15:43:11,39.7432,98.5174,72.09,33,64,7.45
504,Muramvya,BI,2022-09-13 15:43:12,-3.2682,29.6079,66.96,59,84,2.35
505,Luebo,CD,2022-09-13 15:43:12,-5.35,21.4167,84.79,51,100,2.46
506,Hay River,CA,2022-09-13 15:43:13,60.8156,-115.7999,46.38,71,75,4.61
507,Manzhouli,CN,2022-09-13 15:43:13,49.6,117.4333,60.69,60,100,12.06
508,Kuching,MY,2022-09-13 15:44:13,1.55,110.3333,73.62,100,40,3.44
509,Sept-Iles,CA,2022-09-13 15:40:54,50.2001,-66.3821,63.05,88,75,10.36
510,Keningau,MY,2022-09-13 15:44:14,5.3378,116.1602,71.64,98,31,0.49
511,Sur,OM,2022-09-13 15:44:14,22.5667,59.5289,85.24,68,13,12.5
512,Wakkanai,JP,2022-09-13 15:44:14,45.4094,141.6739,57.11,77,78,32.77
513,Portland,US,2022-09-13 15:43:19,45.5234,-122.6762,64.63,80,100,1.01
514,Kosa,RU,2022-09-13 15:44:15,59.9445,54.9977,43.56,93,77,5.82
515,Gotsu,JP,2022-09-13 15:44:15,35.0,132.2167,74.52,93,100,9.08
516,Sao Felix Do Xingu,BR,2022-09-13 15:44:15,-6.6447,-51.995,98.44,28,52,5.1
517,Juneau,US,2022-09-13 15:44:16,58.3019,-134.4197,53.22,95,75,5.75
518,Iskateley,RU,2022-09-13 15:44:16,67.6803,53.1512,46.35,90,100,11.41
519,Micheweni,TZ,2022-09-13 15:44:16,-4.9667,39.8333,74.97,78,60,11.68
520,Trat,TH,2022-09-13 15:44:17,12.5,102.5,81.88,91,100,1.45
521,Berlevag,NO,2022-09-13 15:41:26,70.8578,29.0864,44.6,74,100,12.01
522,La Asuncion,VE,2022-09-13 15:44:17,11.0333,-63.8628,85.73,74,23,12.66
523,Elmira,US,2022-09-13 15:39:57,42.0898,-76.8077,69.67,88,100,0.0
524,Manuk Mangkaw,PH,2022-09-13 15:44:18,4.8,119.85,83.88,69,8,4.99
525,Payakumbuh,ID,2022-09-13 15:44:18,-0.2202,100.6308,66.92,98,100,3.02
526,Bolivar,US,2022-09-13 15:44:18,37.6145,-93.4105,76.14,51,2,9.6
527,Kontagora,NG,2022-09-13 15:44:18,10.3999,5.4695,82.2,75,61,5.84
528,Chitrakonda,IN,2022-09-13 15:44:19,18.1167,82.0833,74.01,94,96,3.4
529,Phan Thiet,VN,2022-09-13 15:40:54,10.9333,108.1,78.58,87,61,5.79
530,Lewistown,US,2022-09-13 15:44:19,40.5992,-77.5714,74.61,81,40,9.22
531,Nanortalik,GL,2022-09-13 15:44:20,60.1432,-45.2371,45.82,82,11,7.63
532,Moose Factory,CA,2022-09-13 15:44:20,51.2585,-80.6094,64.4,63,0,4.61
533,Frascati,IT,2022-09-13 15:44:20,41.8163,12.6687,86.02,43,0,11.5
534,Sistranda,NO,2022-09-13 15:44:21,63.7256,8.834,55.36,96,100,17.72
535,Coquimbo,CL,2022-09-13 15:44:21,-29.9533,-71.3436,58.73,67,20,9.22
536,Akyab,MM,2022-09-13 15:44:21,20.15,92.9,80.11,81,99,2.77
537,Sarakhs,IR,2022-09-13 15:44:22,36.5449,61.1577,73.02,15,0,6.38
538,Datong,CN,2022-09-13 15:44:22,40.0936,113.2914,62.83,69,0,4.47
539,Sao Desiderio,BR,2022-09-13 15:44:22,-12.3633,-44.9733,100.36,13,2,3.44
540,Puerto Colombia,CO,2022-09-13 15:44:23,10.9878,-74.9547,86.09,67,71,4.12
541,Bontang,ID,2022-09-13 15:44:23,0.1333,117.5,77.56,87,91,6.98
542,Longido,TZ,2022-09-13 15:44:23,-2.7333,36.6833,74.05,44,58,13.67
543,Chara,RU,2022-09-13 15:44:24,56.9064,118.2631,42.26,72,3,2.93
544,Hays,US,2022-09-13 15:44:24,30.0502,-98.0336,87.1,62,0,3.0
545,Egvekinot,RU,2022-09-13 15:44:24,66.3167,-179.1667,34.65,97,100,8.59
546,Rochegda,RU,2022-09-13 15:44:25,62.8,43.25,50.41,86,100,4.27
547,Bandarbeyla,SO,2022-09-13 15:44:25,9.4942,50.8122,77.9,86,100,31.43
548,Worland,US,2022-09-13 15:44:25,44.0169,-107.9554,72.75,20,68,8.86
549,Luce,FR,2022-09-13 15:44:26,48.4369,1.4636,81.01,61,99,3.0
550,Bereda,ES,2022-09-13 15:44:26,43.2686,-7.5406,72.41,82,100,7.05
551,Payson,US,2022-09-13 15:44:26,40.0444,-111.7321,70.56,61,100,3.0
552,Tiffin,US,2022-09-13 15:42:46,41.1145,-83.178,64.58,84,49,9.78
553,Moron,AR,2022-09-13 15:45:27,-34.6534,-58.6198,68.97,64,17,4.38
